step,loss
0,0.01129419
10,0.008474317
20,0.008011019
30,0.008510442
40,0.0074012023
50,0.0065055653
60,0.006537846
70,0.0067761536
80,0.0059704445
90,0.0061268928
100,0.0061804247
110,0.0062962673
120,0.00646123
130,0.0061823637
140,0.0062386426
150,0.006275609
160,0.0063005313
170,0.0056462553
180,0.0060881935
190,0.005820418
200,0.005601522
210,0.0057450375
220,0.0063108224
230,0.006378804
240,0.005458956
250,0.0052463864
260,0.00563198
270,0.0063698124
280,0.0059498525
290,0.0051924377
300,0.0062270984
310,0.00665054
320,0.0059383446
330,0.005976205
340,0.0057828226
350,0.0057846396
360,0.0058653983
370,0.00587144
380,0.0063008615
390,0.005942235
400,0.005657929
410,0.005986773
420,0.005541069
430,0.005985613
440,0.0061203805
450,0.0054220688
460,0.006420762
470,0.006377368
480,0.005580462
490,0.0052124048
500,0.005948544
510,0.005927316
520,0.005301064
530,0.0056838947
540,0.0059398464
550,0.006398671
560,0.0056234375
570,0.0063447584
580,0.0056750695
590,0.005505478
600,0.0063298494
610,0.005222474
620,0.005537431
630,0.0056835017
640,0.006745832
650,0.006011511
660,0.0058245915
670,0.0071269237
680,0.0061017303
690,0.006290977
700,0.005771239
710,0.0054467353
720,0.005969307
730,0.0066613737
740,0.0059822067
750,0.0059451717
760,0.006015464
770,0.006396616
780,0.006058091
790,0.006480722
800,0.00584324
810,0.0054248883
820,0.0068805995
830,0.0060718195
840,0.0061802026
850,0.005677021
860,0.0065348903
870,0.006411484
880,0.0060641766
890,0.005504344
900,0.0047910167
910,0.0057383236
920,0.0062365266
930,0.005970183
940,0.0061886446
950,0.0053293463
960,0.005893219
970,0.0059795645
980,0.0062556956
990,0.006391127
