step,train_acc
0,0.08333333333333333
100,0.5
200,0.75
300,0.8333333333333334
400,0.9583333333333334
500,1.0
600,1.0
700,1.0
800,0.9583333333333334
900,1.0
1000,1.0
1100,1.0
1200,1.0
1300,1.0
1400,1.0
1500,1.0
