step,loss
0,0.7886027
100,0.41392648
200,0.27038902
300,0.20157401
400,0.11725751
500,0.09370828
600,0.08294235
700,0.056931794
800,0.05185265
900,0.049803514
1000,0.04594243
1100,0.047356382
1200,0.04881
1300,0.04404527
1400,0.048327234
1500,0.043211166
