step,loss
0,0.79005516
100,0.43019938
200,0.34921554
300,0.20065302
400,0.11154874
500,0.09435031
600,0.06862829
700,0.059733514
800,0.05600651
900,0.0781245
1000,0.04906091
1100,0.0457562
1200,0.047819376
1300,0.047540795
1400,0.045502827
1500,0.041603938
