step,loss
0,0.0738372
10,0.038715284
20,0.03310263
30,0.030855473
40,0.029523108
50,0.02659697
60,0.024964307
70,0.025067741
80,0.025423206
90,0.026740884
100,0.024324507
110,0.025995636
120,0.023584643
130,0.02525777
140,0.023148842
150,0.023121828
160,0.022618696
170,0.02441875
180,0.024712175
190,0.025182318
200,0.023072042
210,0.023423767
220,0.02305901
230,0.025745563
240,0.023745226
250,0.025669463
260,0.024282204
270,0.021931954
280,0.023577604
290,0.023261337
300,0.021380141
310,0.024982264
320,0.023812745
330,0.022294994
340,0.022916436
350,0.021362728
360,0.024323652
370,0.02518919
380,0.023312474
390,0.024489714
400,0.022178106
410,0.022848817
420,0.02383329
430,0.027731707
440,0.022434467
450,0.022400633
460,0.023114217
470,0.024476234
480,0.02633711
490,0.021613091
500,0.023052186
510,0.022580676
520,0.022987273
530,0.022789683
540,0.02135108
550,0.02261121
560,0.022986649
570,0.023367576
580,0.024697449
590,0.024098404
600,0.02392418
610,0.02358238
620,0.022874054
630,0.023781186
640,0.020959798
650,0.025287915
660,0.024135537
670,0.023429066
680,0.024459504
690,0.024168285
700,0.022638498
710,0.020173272
720,0.022921655
730,0.023775624
740,0.023444526
750,0.021757722
760,0.024318298
770,0.024520755
780,0.024926467
790,0.02288525
800,0.023789207
810,0.024359075
820,0.02127223
830,0.022880245
840,0.022747902
850,0.02362892
860,0.023815228
870,0.02105917
880,0.023892652
890,0.026435966
900,0.023785846
910,0.024506811
920,0.02277733
930,0.024388127
940,0.023012815
950,0.024994388
960,0.022211658
970,0.024788573
980,0.02782243
990,0.021926496
