step,loss
0,0.7927128
100,0.44732824
200,0.29508823
300,0.26945964
400,0.20555925
500,0.13064739
600,0.10956317
700,0.07273114
800,0.06928443
900,0.06426229
1000,0.05216806
1100,0.050098117
1200,0.047041558
1300,0.04396374
