step,loss
0,0.006318831
10,0.006789484
20,0.006234684
30,0.0049373466
40,0.0062740347
50,0.0064966055
60,0.0062684766
70,0.006701917
80,0.007093558
90,0.0058041103
100,0.005845908
110,0.00649225
120,0.006296152
130,0.0060528116
140,0.0064698355
150,0.006942629
160,0.0056627295
170,0.0066349516
180,0.006270799
190,0.00628272
200,0.0050828764
210,0.006391293
220,0.006579233
230,0.0061255014
240,0.0068430016
250,0.005827536
260,0.0069944332
270,0.0063084126
280,0.006838513
290,0.0069274814
300,0.006223604
310,0.006506603
320,0.007014276
330,0.005822882
340,0.006003325
350,0.0052447687
360,0.0063587427
370,0.006200739
380,0.0064726803
390,0.006049641
400,0.006093648
410,0.0063422355
420,0.0058941096
430,0.0060957135
440,0.0063065942
450,0.0063143047
460,0.0061446293
470,0.0055623087
480,0.005599851
490,0.006395422
500,0.006138336
510,0.005912037
520,0.005576949
530,0.0064844606
540,0.0065305694
550,0.007246369
560,0.0071054506
570,0.006101621
580,0.0064180973
590,0.0065520466
600,0.006693845
610,0.0059893555
620,0.0061294376
630,0.0052906773
640,0.0060849222
650,0.005341339
660,0.0059278533
670,0.005781988
680,0.0072417115
690,0.0051650233
700,0.007580504
710,0.005962882
720,0.0067708045
730,0.005926642
740,0.0059448555
750,0.0053072036
760,0.006128081
770,0.006196427
780,0.0057235933
790,0.0057397364
800,0.006316636
810,0.0071501145
820,0.005823935
830,0.00649169
840,0.006565717
850,0.006238748
860,0.005981313
870,0.0057962467
880,0.0048754
890,0.0056872224
900,0.00595686
910,0.006257689
920,0.0062506837
930,0.0055202306
940,0.005300874
950,0.005374784
960,0.005042386
970,0.005228151
980,0.0066201747
990,0.0062246583
1000,0.0052981437
1010,0.0056566554
1020,0.006261187
1030,0.0056201033
1040,0.005245839
1050,0.005776103
1060,0.005567777
1070,0.0056611113
1080,0.0059729023
1090,0.0057089534
1100,0.005775009
1110,0.0054574516
1120,0.005925438
1130,0.005680879
1140,0.005981987
1150,0.006505068
1160,0.0061729476
1170,0.0062282374
1180,0.006334106
1190,0.0049892683
1200,0.006298079
1210,0.006374158
1220,0.006169115
1230,0.006608529
1240,0.0066236067
1250,0.0063544814
1260,0.0061912397
1270,0.007305893
1280,0.007110023
1290,0.006169707
1300,0.005342373
1310,0.00585238
1320,0.006250525
1330,0.006253981
1340,0.006536948
1350,0.005213467
1360,0.0057023587
1370,0.0056976606
1380,0.006238992
1390,0.005845441
1400,0.006467884
1410,0.0061000367
1420,0.006499231
1430,0.005939727
1440,0.0061555584
1450,0.0068459813
1460,0.006308246
1470,0.006592866
1480,0.0059536216
1490,0.006011606
1500,0.0061031547
1510,0.0062087085
1520,0.0055778776
1530,0.006077383
1540,0.0057262597
1550,0.0059586815
1560,0.0056136907
1570,0.0076422147
1580,0.0060826647
1590,0.0063216453
1600,0.005997011
1610,0.005687775
1620,0.0054135066
1630,0.0058832034
1640,0.0070557212
1650,0.0067960056
1660,0.006986633
1670,0.006953606
1680,0.0076079345
1690,0.0062552197
1700,0.0062704883
1710,0.009648945
1720,0.006745611
1730,0.0076177698
1740,0.0065794243
1750,0.007092772
1760,0.00703598
1770,0.0062195016
1780,0.005678446
1790,0.0063206493
1800,0.0061614434
1810,0.0057952353
1820,0.005577026
1830,0.0063907043
1840,0.006243102
1850,0.006375581
1860,0.0069025564
1870,0.0060169147
1880,0.0067150556
1890,0.0057576704
1900,0.005967903
1910,0.005760129
1920,0.0051476504
1930,0.0067390553
1940,0.0059944536
1950,0.0059251543
1960,0.0050697504
1970,0.005852378
1980,0.0064925076
1990,0.006107452
