step,loss
0,0.032368574
10,0.029859407
20,0.026997836
30,0.028014688
40,0.030655084
50,0.028396904
60,0.029478716
70,0.029138168
80,0.030776862
90,0.028656501
100,0.028102038
110,0.025122285
120,0.029074887
130,0.028160827
140,0.026063731
150,0.028797777
160,0.026790505
170,0.028664254
180,0.03008936
190,0.02750005
200,0.027735837
210,0.028100908
220,0.025576584
230,0.025824206
240,0.029485561
250,0.027200587
260,0.029628912
270,0.027695542
280,0.029712524
290,0.02763614
300,0.0278829
310,0.031950396
320,0.029252844
330,0.026705526
340,0.02746125
350,0.026187025
360,0.028398626
370,0.025873898
380,0.02624309
390,0.026388435
400,0.025804818
410,0.027189434
420,0.029514125
430,0.028010707
440,0.027407032
450,0.026221646
460,0.024917565
470,0.030031998
480,0.026744612
490,0.025956787
500,0.02706915
510,0.02920363
520,0.026934471
530,0.027712144
540,0.02599385
550,0.026497178
560,0.027485285
570,0.026363954
580,0.027503027
590,0.027785974
600,0.027356492
610,0.026152762
620,0.026592176
630,0.026829876
640,0.026793126
650,0.02659932
660,0.028578367
670,0.026009247
680,0.024498781
690,0.025477897
700,0.025196774
710,0.02675304
720,0.029782364
730,0.026600441
740,0.026650993
750,0.026335955
760,0.02761722
770,0.025552353
780,0.026647154
790,0.025792932
800,0.025844023
810,0.027347265
820,0.028082635
830,0.025949616
840,0.028123077
850,0.02855664
860,0.026912933
870,0.02623268
880,0.026082788
890,0.026968954
900,0.025877167
910,0.024114454
920,0.025779631
930,0.02742875
940,0.027665833
950,0.026000377
960,0.024448832
970,0.025949571
980,0.0287928
990,0.025615698
1000,0.025547246
1010,0.02560024
1020,0.025925728
1030,0.024883796
1040,0.025353227
1050,0.02698671
1060,0.02625409
1070,0.02654569
1080,0.027112532
1090,0.023901127
1100,0.026278103
1110,0.026589092
1120,0.028052855
1130,0.025706386
1140,0.02884592
1150,0.024779694
1160,0.025633974
1170,0.026942838
1180,0.024580704
1190,0.026275506
