step,loss
0,0.798056
100,0.45879972
200,0.383151
300,0.26331005
400,0.1326614
500,0.10368535
600,0.079107165
700,0.06352042
800,0.05399844
900,0.049057845
1000,0.04996738
1100,0.045091692
1200,0.044310097
1300,0.05703998
1400,0.04835114
1500,0.04648552
