step,train_acc
0,0.0
100,0.2916666666666667
200,0.7916666666666666
300,0.7916666666666666
400,1.0
500,1.0
600,1.0
700,1.0
800,1.0
900,1.0
1000,1.0
1100,1.0
1200,1.0
1300,1.0
