step,loss
0,0.79665756
100,0.45882842
200,0.30326745
300,0.2230241
400,0.13156956
500,0.10750783
600,0.08106038
700,0.055400014
800,0.05605239
900,0.049149837
1000,0.048045173
1100,0.05030898
1200,0.04623917
1300,0.047111444
1400,0.045680225
1500,0.04301522
