step,loss
0,0.77371246
100,0.27992636
200,0.15557104
300,0.09502307
400,0.07319978
500,0.06532679
600,0.0327109
700,0.037036944
800,0.039226282
900,0.03499033
1000,0.03050517
1100,0.02249869
1200,0.026966404
1300,0.02139577
1400,0.026878297
