step,loss
0,0.7738821
100,0.27953005
200,0.1557479
300,0.088804975
400,0.0784715
500,0.06410414
600,0.05022051
700,0.03698579
800,0.034582276
900,0.034955934
1000,0.030133806
1100,0.025008019
1200,0.023428727
1300,0.028710572
1400,0.028143048
