step,train_acc
0,0.0
100,0.75
200,0.875
300,1.0
400,0.9583333333333334
500,0.9583333333333334
600,0.9583333333333334
700,1.0
800,1.0
900,1.0
1000,1.0
1100,1.0
1200,1.0
1300,1.0
1400,1.0
