step,loss
0,0.005389005
10,0.0065651606
20,0.0057684327
30,0.0058084964
40,0.0061191088
50,0.006419061
60,0.0051823934
70,0.0060517634
80,0.005417324
90,0.005703363
100,0.005343828
110,0.006251304
120,0.0064740865
130,0.0054542744
140,0.0065000793
150,0.005969924
160,0.0069215656
170,0.005721687
180,0.005351784
190,0.005771685
200,0.006620185
210,0.005777217
220,0.00655935
230,0.006449768
240,0.0059527806
250,0.006491133
260,0.0051641036
270,0.005795137
280,0.0058539873
290,0.005199917
300,0.005866002
310,0.0051293797
320,0.005402112
330,0.005868316
340,0.005825575
350,0.006216048
360,0.006324024
370,0.0056692963
380,0.006994589
390,0.0056716595
400,0.005954797
410,0.0059750746
420,0.0056870356
430,0.0052798875
440,0.0061482005
450,0.005190985
460,0.006254194
470,0.0059381123
480,0.0056225453
490,0.006309536
500,0.006575517
510,0.005381531
520,0.0058744717
530,0.0056942976
540,0.0053026476
550,0.0063572987
560,0.0056726453
570,0.0065618223
580,0.0058393343
590,0.0045259856
600,0.0050792806
610,0.0063172155
620,0.0056137308
630,0.006253778
640,0.0059067
650,0.00656573
660,0.006299928
670,0.006107361
680,0.005661809
690,0.006054157
700,0.005272534
710,0.0062186113
720,0.005547599
730,0.005487784
740,0.005906825
750,0.0066300835
760,0.006236249
770,0.0066610747
780,0.007152528
790,0.005853745
800,0.0055862493
810,0.005477996
820,0.0062451856
830,0.00563312
840,0.0061295126
850,0.005319956
860,0.0061377143
870,0.0059824022
880,0.0051810956
890,0.0058683683
900,0.005727838
910,0.005692281
920,0.0058164513
930,0.00613874
940,0.0062118564
950,0.0068201944
960,0.008613776
970,0.008032542
980,0.006729423
990,0.0062537943
