step,train_acc
0,0.041666666666666664
100,0.625
200,0.75
300,0.8333333333333334
400,1.0
500,1.0
600,0.9583333333333334
700,1.0
800,1.0
900,1.0
1000,1.0
1100,1.0
1200,1.0
1300,0.9583333333333334
1400,1.0
1500,1.0
