step,loss
0,0.78004956
100,0.39100724
200,0.300034
300,0.20851475
400,0.122142814
500,0.08608337
600,0.07950938
700,0.06472656
800,0.048428964
900,0.047092713
1000,0.04903488
1100,0.043905653
1200,0.04704854
1300,0.05870273
1400,0.046498325
1500,0.048306894
