step,train_acc
0,0.0
100,0.7083333333333334
200,0.9583333333333334
300,1.0
400,1.0
500,0.9583333333333334
600,1.0
700,1.0
800,1.0
900,1.0
1000,1.0
1100,1.0
1200,1.0
1300,1.0
1400,1.0
1500,1.0
1600,1.0
1700,1.0
1800,1.0
1900,1.0
2000,1.0
2100,1.0
2200,1.0
