step,loss
0,0.7867041
100,0.48108816
200,0.36822754
300,0.26394874
400,0.17660403
500,0.1268097
600,0.09741311
700,0.07979527
800,0.06232032
900,0.057292037
1000,0.054275736
1100,0.052066233
1200,0.045502122
1300,0.05672772
